Vendor_ID,Vendor_Name,Category,Country,Region,Status,Onboarding_Date,Last_Updated,Contact_Email,Account_Code,Data_Source,Verified_By,Record_Status
VND-0698,Vendor Gamma 114,Marketing,Germany,EMEA,Active,02/12/2020,26/05/2021,vendor.gamma.114@yahoo.com,ACC-5835,Oracle,,Clean
VND-0327,Vendor Zeta 827,HR,UK,EMEA,Active,13/12/2021,12/12/2022,vendor.zeta.827@corp.net,ACC-2262,Legacy System,James T.,Clean
VND-0145,Vendor Omega 865,IT,USA,AMER,Active,29/06/2023,23/03/2024,vendor.omega.865@gmail.com,ACC-7484,Manual Entry,,Clean
VND-0571,Vendor Global 445,Marketing,Singapore,APAC,Active,06/07/2020,09/03/2021,vendor.global.445@corp.net,ACC-4245,Legacy System,James T.,Clean
VND-0136,Vendor Services 781,Finance,UK,EMEA,Active,13/01/2021,27/03/2021,vendor.services.781@corp.net,ACC-7566,SAP,Ravi K.,Clean
VND-0823,Vendor Tech 84,Marketing,Australia,APAC,Active,10/03/2024,09/06/2024,vendor.tech.84@yahoo.com,ACC-7438,SAP,Priya S.,Clean
VND-0165,Vendor Corp 529,Marketing,India,APAC,Active,18/10/2020,06/03/2021,vendor.corp.529@vendor.com,ACC-9410,Oracle,James T.,Clean
VND-0029,Vendor Solutions 598,Operations,Australia,APAC,Active,04/12/2021,18/03/2022,vendor.solutions.598@outlook.com,ACC-4910,Manual Entry,James T.,Clean
VND-0553,Vendor Corp 33,Logistics,India,APAC,Active,09/02/2020,25/02/2020,vendor@,ACC-7366,Legacy System,Sarah L.,Clean
VND-0194,Vendor Global 282,Logistics,Singapore,APAC,Active,25/12/2024,10/02/2025,vendor.global.282@corp.net,ACC-3762,Oracle,Ravi K.,Clean
VND-0799,Vendor Corp 212,Operations,USA,AMER,Under Review,05/03/2022,14/02/2023,vendor.corp.212@yahoo.com,ACC-7853,Oracle,James T.,Clean
VND-0627,Vendor Epsilon 284,Operations,UK,EMEA,Inactive,26/04/2020,12/09/2020,vendor.epsilon.284@yahoo.com,ACC-3580,Manual Entry,Priya S.,Clean
VND-0170,Vendor Beta 49,Logistics,Germany,EMEA,Active,16/02/2024,19/03/2024,vendor.beta.49@gmail.com,ACC-9189,SAP,,Clean
VND-0466,Vendor Tech 374,Marketing,UK,EMEA,Under Review,21/11/2020,23/11/2020,vendor.tech.374@outlook.com,ACC-5033,Oracle,,Clean
VND-0141,Vendor Tech 57,IT,USA,AMER,Active,15/05/2021,24/07/2021,vendor.tech.57@outlook.com,ACC-5742,Manual Entry,Priya S.,Clean
VND-0174,Vendor Delta 751,Legal,Singapore,APAC,Active,23/09/2022,30/11/2022,vendor.delta.751@gmail.com,ACC-6772,Manual Entry,,Clean
VND-0007,Vendor Prime 651,Marketing,UK,EMEA,Active,26/12/2022,12/04/2023,vendor.prime.651@outlook.com,ACC-2169,Oracle,Sarah L.,Clean
VND-0631,Vendor Services 611,Operations,Singapore,APAC,Inactive,01/01/2024,11/11/2024,vendor.services.611@outlook.com,ACC-6119,Manual Entry,Ravi K.,Clean
VND-0761,  Vendor Prime 503  ,Operations,UK,EMEA,Active,14/03/2019,30/03/2019,vendor.prime.503@vendor.com,ACC-2951,Legacy System,James T.,Clean
VND-0074,Vendor Global 353,HR,Singapore,APAC,Active,12/12/2022,06/12/2023,vendor.global.353@vendor.com,ACC-5438,Manual Entry,Anita M.,Clean
VND-0671,Vendor Solutions 504,IT,USA,AMER,Active,02/11/2023,21/02/2024,vendor.solutions.504@corp.net,ACC-2740,Legacy System,,Clean
VND-0431,Vendor Beta 47,Logistics,Germany,EMEA,Active,04/08/2023,27/09/2023,vendor.beta.47@outlook.com,ACC-4209,Oracle,Priya S.,Clean
VND-0239,Vendor Omega 630,Marketing,India,APAC,Active,15-03-2021,23/11/2019,vendor.omega.630@corp.net,ACC-1550,Legacy System,Sarah L.,Clean
VND-0146,Vendor Zeta 227,Finance,Canada,AMER,Active,21/09/2024,11/08/2025,vendor.zeta.227@gmail.com,ACC-9693,Oracle,Anita M.,Clean
VND-0778,Vendor Solutions 616,Logistics,Germany,APAC,Active,Jan-2022,13/12/2020,vendor.solutions.616@gmail.com,ACC-5023,Manual Entry,James T.,Clean
VND-0235,Vendor Group 139,Marketing,Singapore,APAC,Under Review,18/09/2023,27/03/2024,missing@domain,ACC-8348,Legacy System,James T.,Clean
VND-0221,Vendor Omega 904,Marketing,USA,AMER,Under Review,29/05/2019,18/12/2019,vendor.omega.904@vendor.com,ACC-4052,Manual Entry,Priya S.,Clean
VND-0519,Vendor Zeta 369,Operations,Australia,APAC,Under Review,21/11/2021,16/05/2022,vendor.zeta.369@gmail.com,ACC-7746,SAP,Anita M.,Clean
VND-0478,Vendor Gamma 236,IT,Australia,APAC,Active,16/05/2021,31/07/2021,vendor.gamma.236@yahoo.com,ACC-3578,Manual Entry,Sarah L.,Clean
VND-0133,Vendor Zeta 895,Legal,Canada,AMER,Active,30/07/2019,24/12/2019,vendor.zeta.895@corp.net,ACC-6119,Manual Entry,Priya S.,Clean
VND-0686,Vendor Alpha 137,IT,Canada,AMER,Inactive,21/03/2023,,vendor.alpha.137@gmail.com,ACC-8978,SAP,Priya S.,Clean
VND-0896,Vendor Ltd 256,Logistics,USA,AMER,Active,15/09/2019,31/07/2020,vendor.ltd.256@gmail.com,ACC-1456,Legacy System,James T.,Clean
VND-0186,Vendor Prime 220,Operations,UK,EMEA,Active,04/07/2024,14/10/2024,vendor.prime.220@gmail.com,ACC-3223,SAP,James T.,Clean
VND-0042,Vendor Corp 550,Finance,India,APAC,Active,05/12/2021,06/03/2022,vendor.corp.550@corp.net,ACC-5349,SAP,Priya S.,Clean
VND-0600,Vendor Services 127,IT,India,APAC,Inactive,26/01/2023,10/03/2023,vendor.services.127@corp.net,ACC-7292,Oracle,James T.,Clean
VND-0109,Vendor Tech 368,Operations,UK,EMEA,Under Review,24/04/2022,05/05/2022,,ACC-5497,SAP,Sarah L.,Clean
VND-0579,Vendor Gamma 62,Finance,USA,AMER,Inactive,16/01/2022,12/02/2022,vendor.gamma.62@vendor.com,ACC-1136,SAP,James T.,Clean
VND-0057,Vendor Corp 431,HR,Canada,AMER,Active,22/03/2019,10/01/2020,vendor.corp.431@vendor.com,ACC-8814,SAP,Anita M.,Clean
VND-0878,Vendor Epsilon 63,Finance,Germany,EMEA,Active,26/09/2019,30/05/2020,vendor.epsilon.63@gmail.com,ACC-7676,Oracle,Priya S.,Clean
VND-0421,Vendor Solutions 449,FINANCE,Australia,APAC,Active,08/01/2023,17/11/2023,vendor.solutions.449@gmail.com,ACC-3140,Legacy System,James T.,Clean
VND-0809,Vendor Ltd 950,HR,India,APAC,Active,10/06/2024,30/01/2025,vendor.ltd.950@vendor.com,ACC-2843,Oracle,Priya S.,Clean
VND-0843,Vendor Solutions 121,Marketing,USA,AMER,Under Review,05/10/2020,03/03/2021,vendor.solutions.121@vendor.com,ACC-9288,Legacy System,,Clean
VND-0025,Vendor Omega 3,HR,UK,EMEA,Under Review,07/02/2024,02/07/2024,test@.com,ACC-8973,Oracle,Ravi K.,Clean
VND-0425,Vendor Corp 170,IT,Canada,AMER,Active,13/09/2021,01/03/2022,plaintext,ACC-1824,Oracle,Sarah L.,Clean
VND-0522,Vendor Solutions 628,Operations,Germany,,Inactive,20/10/2019,29/11/2019,vendor.solutions.628@yahoo.com,ACC-6629,Oracle,Anita M.,Clean
VND-0750,Vendor Tech 190,HR,Singapore,APAC,Under Review,10/01/2021,10/07/2021,vendor.tech.190@vendor.com,ACC-7948,Oracle,Sarah L.,Clean
VND-0786,Vendor Prime 733,legal,Canada,AMER,Active,23/05/2019,26/04/2020,vendor.prime.733@gmail.com,ACC-4926,Manual Entry,Sarah L.,Clean
VND-0908,Vendor Zeta 194,Legal,Germany,EMEA,Active,29/03/2024,30/01/2025,vendor.zeta.194@outlook.com,ACC-6499,Manual Entry,James T.,Clean
VND-0339,Vendor Corp 323,Marketing,Germany,EMEA,Inactive,29/08/2022,07/02/2023,vendor.corp.323@vendor.com,ACC-5455,Oracle,Priya S.,Clean
VND-0052,Vendor Global 256,Marketing,India,APAC,Active,18/03/2024,22/02/2025,vendor.global.256@corp.net,ACC-6198,Legacy System,Sarah L.,Clean
VND-0800,Vendor Group 150,IT,UK,EMEA,Under Review,22/08/2021,04/07/2022,vendor.group.150@vendor.com,ACC-5068,Manual Entry,Sarah L.,Clean
VND-0501,Vendor Delta 621,Logistics,Germany,EMEA,Under Review,20/01/2019,02/06/2019,vendor.delta.621@yahoo.com,ACC-7670,SAP,Sarah L.,Clean
VND-0902,Vendor Prime 815,HR,Australia,APAC,Active,23/10/2022,21/09/2023,vendor.prime.815@gmail.com,ACC-8439,Manual Entry,Sarah L.,Clean
VND-0622,Vendor Zeta 804,IT,Canada,AMER,Active,15/01/2020,29/08/2020,vendor.zeta.804@corp.net,ACC-1408,Legacy System,Sarah L.,Clean
VND-0265,Vendor Gamma 810,Legal,Singapore,APAC,Active,17/11/2022,14/12/2022,vendor.gamma.810@gmail.com,ACC-8161,Oracle,Priya S.,Clean
VND-0528,Vendor Corp 488,HR,Canada,AMER,Active,20/01/2022,27/10/2022,vendor.corp.488@vendor.com,ACC-3213,Oracle,Sarah L.,Clean
VND-0670,Vendor Zeta 62,Finance,Canada,AMER,Active,10/12/2023,14/01/2024,,ACC-4287,Legacy System,Ravi K.,Clean
VND-0480,Vendor Tech 166,Legal,Canada,AMER,Active,25/09/2021,17/10/2021,vendor.tech.166@yahoo.com,ACC-3639,Oracle,,Clean
VND-0731,Vendor Solutions 937,Finance,Germany,EMEA,Active,07/03/2024,05/03/2025,vendor.solutions.937@corp.net,ACC-3243,Oracle,Ravi K.,Clean
VND-0426,,HR,Canada,AMER,Active,24/02/2024,08/10/2024,vendor.solutions.388@corp.net,ACC-8341,SAP,James T.,Clean
VND-0019,Vendor Beta 725,Legal,India,APAC,Active,09/05/2019,25/10/2019,vendor.beta.725@gmail.com,ACC-9423,Oracle,Anita M.,Clean
VND-0890,Vendor Prime 991,Finance,India,APAC,Active,06/05/2021,09/05/2021,vendor.prime.991@yahoo.com,ACC-7489,SAP,Anita M.,Clean
VND-0808,Vendor Delta 153,IT,USA,AMER,Active,10/04/2024,21/08/2024,vendor.delta.153@yahoo.com,ACC-8653,Legacy System,Priya S.,Clean
VND-0559,Vendor Global 412,Operations,UK,EMEA,Active,26/12/2024,29/10/2025,vendor.global.412@vendor.com,ACC-6772,Manual Entry,Sarah L.,Clean
VND-0412,Vendor Omega 678,IT,Singapore,APAC,Active,15/07/2020,14/02/2021,,ACC-9381,SAP,Anita M.,Clean
VND-0368,Vendor Zeta 211,Logistics,Germany,EMEA,Active,22/12/2021,25/11/2022,vendor.zeta.211@outlook.com,ACC-5872,Oracle,Priya S.,Clean
VND-0084,Vendor Solutions 240,Finance,Canada,AMER,Inactive,21/03/2021,24/10/2021,vendor.solutions.240@gmail.com,ACC-9922,Oracle,,Clean
VND-0062,Vendor Alpha 768,Operations,India,APAC,Under Review,04/12/2022,28/03/2023,vendor.alpha.768@gmail.com,ACC-1659,SAP,Ravi K.,Clean
VND-0719,Vendor Corp 726,Legal,Singapore,APAC,Inactive,22/10/2020,20/02/2021,vendor.corp.726@gmail.com,ACC-1674,Manual Entry,Sarah L.,Clean
VND-0273,Vendor Prime 802,IT,UK,EMEA,Active,07/10/2021,23/08/2022,vendor.prime.802@vendor.com,ACC-4203,Legacy System,Priya S.,Clean
VND-0286,Vendor Beta 24,Opreations,UK,EMEA,Active,04/11/2020,08/03/2021,vendor.beta.24@corp.net,ACC-3858,Oracle,Anita M.,Clean
VND-0361,Vendor Alpha 187,Operations,UK,EMEA,Under Review,23/06/2021,16/05/2022,vendor.alpha.187@corp.net,ACC-2705,Legacy System,Ravi K.,Clean
VND-0355,Vendor Delta 857,Marketing,Germany,EMEA,Active,20/12/2020,28/08/2021,vendor.delta.857@gmail.com,ACC-2478,SAP,Ravi K.,Clean
VND-0526,Vendor Group 86,IT,UK,EMEA,Active,12/12/2019,11/11/2020,vendor.group.86@vendor.com,ACC-6068,Oracle,Ravi K.,Clean
VND-0279,Vendor Epsilon 675,Logistics,Singapore,APAC,Active,25/03/2023,01/05/2023,vendor.epsilon.675@vendor.com,ACC-8851,Legacy System,Sarah L.,Clean
VND-0013,Vendor Zeta 115,Finance,Germany,EMEA,Active,14/01/2019,28/05/2019,,ACC-3927,SAP,,Clean
VND-0183,Vendor Beta 242,Marketing,Singapore,APAC,Active,18/04/2023,02/02/2024,vendor.beta.242@gmail.com,ACC-3513,Legacy System,Anita M.,Clean
VND-0369,Vendor Alpha 403,Operations,Australia,APAC,Inactive,21/09/2020,18/10/2020,vendor.alpha.403@outlook.com,,Legacy System,Priya S.,Clean
VND-0635,Vendor Prime 116,Finance,Germany,EMEA,Active,30/11/2020,23/04/2021,vendor.prime.116@outlook.com,ACC-3087,SAP,James T.,Clean
VND-0605,Vendor Epsilon 635,Legal,Australia,APAC,Inactive,30/04/2021,25/05/2021,vendor.epsilon.635@yahoo.com,ACC-3429,SAP,,Clean
VND-0224,Vendor Gamma 15,Fianance,UK,EMEA,Inactive,02/03/2021,30/05/2021,vendor.gamma.15@corp.net,ACC-7643,Legacy System,Sarah L.,Clean
VND-0629,Vendor Services 824,Finance,Australia,APAC,Active,19/10/2019,26/03/2020,vendor.services.824@corp.net,ACC-6549,Legacy System,Priya S.,Clean
VND-0934,Vendor Omega 193,HR,India,APAC,Active,24/01/2024,16/12/2024,vendor.omega.193@outlook.com,ACC-2527,Oracle,Priya S.,Clean
VND-0621,Vendor Prime 899,Logistics,UK,EMEA,Active,24/05/2022,11/09/2022,vendor.prime.899@corp.net,ACC-5953,Oracle,Priya S.,Clean
VND-0496,Vendor Delta 380,IT,Australia,APAC,Active,24/04/2023,15/11/2023,vendor.delta.380@corp.net,ACC-9536,Manual Entry,,Clean
VND-0573,Vendor Zeta 702,Operations,India,APAC,Active,22/08/2023,25/03/2024,vendor.zeta.702@outlook.com,ACC-6706,Oracle,Anita M.,Clean
VND-0599,Vendor Gamma 465,Operations,Singapore,APAC,Inactive,06/02/2024,23/03/2024,vendor.gamma.465@outlook.com,ACC-6309,Oracle,,Clean
VND-0177,Vendor Omega 835,Operations,Germany,EMEA,Active,21/02/2021,17/07/2021,vendor.omega.835@outlook.com,ACC-1783,Manual Entry,Anita M.,Clean
VND-0654,Vendor Epsilon 172,IT,Singapore,APAC,Under Review,30/05/2022,14/03/2023,vendor.epsilon.172@outlook.com,ACC-2006,Legacy System,Sarah L.,Clean
VND-0617,Vendor Prime 914,Marketing,Australia,APAC,Inactive,09/03/2024,06/10/2024,vendor.prime.914@gmail.com,ACC-9537,Manual Entry,Sarah L.,Clean
VND-0576,,Logistics,Canada,AMER,Inactive,24/03/2022,31/03/2022,vendor.tech.949@outlook.com,ACC-2823,Manual Entry,James T.,Clean
VND-0846,Vendor Group 425,Finance,Singapore,APAC,Active,12/09/2020,10/06/2021,vendor.group.425@vendor.com,ACC-4738,Oracle,James T.,Clean
VND-0500,Vendor Alpha 755,Legal,India,APAC,Under Review,11/03/2022,22/12/2022,vendor.alpha.755@corp.net,ACC-6703,Manual Entry,Anita M.,Clean
VND-0164,Vendor Corp 205,Marketing,Australia,APAC,Active,21/10/2021,16/11/2021,vendor.corp.205@vendor.com,ACC-7081,SAP,,Clean
VND-0249,Vendor Global 330,Marketing,UK,EMEA,Active,25/12/2024,22/11/2025,vendor@,ACC-6053,Manual Entry,Anita M.,Clean
VND-0680,Vendor Group 739,IT,Germany,EMEA,Active,12/11/2024,04/07/2025,vendor.group.739@corp.net,ACC-3440,Oracle,Priya S.,Clean
VND-0868,Vendor Solutions 460,Logistics,Canada,AMER,Inactive,01/01/2020,15/11/2020,noatsign.com,ACC-7711,Legacy System,Ravi K.,Clean
VND-0658,Vendor Gamma 819,Operations,Canada,AMER,Active,12/12/2019,24/02/2020,vendor.gamma.819@corp.net,ACC-3525,Legacy System,James T.,Clean
VND-0376,Vendor Group 460,Logistics,USA,AMER,Under Review,28/02/2021,03/05/2021,vendor.group.460@gmail.com,ACC-7936,SAP,,Clean
VND-0413,Vendor Beta 804,IT,Germany,EMEA,Active,29/03/2021,10/08/2021,vendor.beta.804@corp.net,ACC-4304,Manual Entry,,Clean
VND-0075,Vendor Delta 124,Legal,USA,AMER,Active,28/01/2021,06/05/2021,vendor.delta.124@yahoo.com,ACC-8933,Manual Entry,,Clean
VND-0114,Vendor Corp 347,Marketing,India,APAC,Active,05/11/2019,16/01/2020,vendor.corp.347@yahoo.com,ACC-7511,Manual Entry,Priya S.,Clean
VND-0560,Vendor Zeta 866,Finance,Germany,EMEA,Inactive,30/10/2023,,vendor.zeta.866@corp.net,ACC-4943,Oracle,James T.,Clean
VND-0807,Vendor Corp 780,Finance,Australia,APAC,Active,06/11/2020,16/04/2021,vendor.corp.780@vendor.com,ACC-3478,Legacy System,Priya S.,Clean
VND-0391,Vendor Epsilon 623,Marketing,UK,APAC,Inactive,01/02/2022,05/09/2022,vendor.epsilon.623@vendor.com,ACC-6713,Legacy System,Anita M.,Clean
VND-0105,Vendor Delta 544,legal,Australia,APAC,Active,07/01/2021,04/04/2021,vendor.delta.544@yahoo.com,ACC-2293,Legacy System,Sarah L.,Clean
VND-0115,Vendor Group 405,IT,UK,EMEA,Active,06/02/2024,12/08/2024,vendor.group.405@outlook.com,ACC-7242,Manual Entry,Priya S.,Clean
VND-0418,Vendor Corp 142,Legal,Singapore,APAC,Active,04/01/2023,16/08/2023,vendor.corp.142@corp.net,ACC-5395,SAP,Anita M.,Clean
VND-0451,Vendor Tech 941,Operations,USA,AMER,Under Review,07/08/2022,18/02/2023,vendor.tech.941@gmail.com,ACC-7322,Manual Entry,Sarah L.,Clean
VND-0410,Vendor Epsilon 790,Operations,Australia,APAC,Active,16/07/2019,18/06/2020,vendor.epsilon.790@gmail.com,ACC-1323,SAP,,Clean
VND-0093,Vendor Global 135,Finance,Germany,EMEA,Inactive,08/06/2024,09/08/2024,vendor.global.135@gmail.com,ACC-4920,Oracle,Anita M.,Clean
VND-0555,,Marketing,India,APAC,Active,06/09/2019,08/03/2020,vendor.prime.951@corp.net,ACC-7814,Manual Entry,,Clean
VND-0090,Vendor Solutions 108,Marketing,USA,AMER,Active,22/07/2024,16/12/2024,vendor.solutions.108@vendor.com,ACC-1601,Legacy System,Priya S.,Clean
VND-0337,Vendor Ltd 866,Operations,Germany,EMEA,Inactive,06/03/2023,26/10/2023,vendor.ltd.866@gmail.com,ACC-2565,Oracle,,Clean
VND-0197,Vendor Delta 825,Marketing,Singapore,APAC,Active,01/02/2024,09/03/2024,vendor.delta.825@gmail.com,ACC-3589,Legacy System,James T.,Clean
VND-0903,Vendor Delta 111,IT,India,APAC,Active,04/10/2019,02/08/2020,vendor.delta.111@yahoo.com,ACC-3064,Manual Entry,Anita M.,Clean
VND-0915,Vendor Prime 246,Finance,Canada,AMER,Active,02/12/2020,28/08/2021,vendor.prime.246@corp.net,ACC-8106,SAP,Priya S.,Clean
VND-0596,Vendor Omega 529,Marketing,Singapore,APAC,Under Review,16/02/2021,15/07/2021,vendor.omega.529@vendor.com,ACC-7521,Manual Entry,Anita M.,Clean
VND-0584,Vendor Solutions 264,HR,Canada,AMER,Under Review,21/02/2022,16/06/2022,vendor.solutions.264@yahoo.com,ACC-6599,Legacy System,,Clean
VND-0918,Vendor Alpha 645,Marketing,UK,EMEA,Inactive,12/09/2024,08/07/2025,vendor.alpha.645@vendor.com,ACC-4428,SAP,James T.,Clean
VND-0095,Vendor Epsilon 522,Legal,UK,EMEA,Active,30/05/2024,26/01/2025,vendor.epsilon.522@yahoo.com,ACC-8483,Oracle,James T.,Clean
VND-0012,Vendor Omega 611,HR,Australia,APAC,Active,17/02/2019,31/01/2020,vendor.omega.611@gmail.com,ACC-9797,Manual Entry,,Clean
VND-0397,Vendor Services 228,Legal,Australia,APAC,Active,02/05/2024,10/04/2025,vendor.services.228@outlook.com,ACC-9311,Manual Entry,Ravi K.,Clean
VND-0524,Vendor Gamma 189,Marketing,India,APAC,Active,Jan-2022,23/07/2022,vendor.gamma.189@outlook.com,ACC-2311,Oracle,Ravi K.,Clean
VND-0044,Vendor Delta 261,IT,Singapore,APAC,Active,30/10/2024,01/08/2025,vendor.delta.261@yahoo.com,ACC-6967,Legacy System,Priya S.,Clean
VND-0043,Vendor Tech 445,Finance,Singapore,APAC,Inactive,23/11/2023,28/09/2024,vendor.tech.445@corp.net,ACC-2894,Legacy System,Sarah L.,Clean
VND-0330,Vendor Zeta 393,Logistics,USA,AMER,Under Review,25/05/2019,03/03/2020,vendor.zeta.393@vendor.com,ACC-4678,Manual Entry,Ravi K.,Clean
VND-0168,Vendor Alpha 294,Marketing,Germany,EMEA,Active,22/07/2020,18/07/2021,vendor.alpha.294@vendor.com,ACC-8349,SAP,Priya S.,Clean
VND-0483,Vendor Delta 851,HR,Australia,APAC,Active,14/01/2021,29/11/2021,vendor.delta.851@corp.net,,Oracle,,Clean
VND-0859,Vendor Beta 95,IT,Germany,EMEA,Inactive,04/05/2024,21/08/2024,vendor.beta.95@vendor.com,ACC-2279,Manual Entry,,Clean
VND-0588,Vendor Global 546,Legal,India,APAC,Active,19/08/2020,03/09/2020,vendor.global.546@outlook.com,ACC-7783,Legacy System,Anita M.,Clean
VND-0742,,Operations,Australia,APAC,Inactive,02/11/2022,29/01/2023,vendor.corp.453@outlook.com,ACC-1471,SAP,Ravi K.,Clean
VND-0101,Vendor Gamma 420,Marketing,Singapore,APAC,Under Review,03/11/2019,30/06/2020,vendor.gamma.420@outlook.com,ACC-6546,Legacy System,,Clean
VND-0427,Vendor Prime 324,IT,Germany,EMEA,Inactive,14/03/2019,05/05/2019,vendor.prime.324@vendor.com,ACC-7755,SAP,Sarah L.,Clean
VND-0179,Vendor Prime 377,Marketing,Australia,APAC,Active,05/12/2019,09/07/2020,vendor.prime.377@gmail.com,ACC-8055,Oracle,Sarah L.,Clean
VND-0445,Vendor Delta 302,HR,USA,AMER,Under Review,02/11/2019,05/02/2020,vendor.delta.302@yahoo.com,ACC-9418,SAP,James T.,Clean
VND-0417,Vendor Corp 41,Marketing,UK,EMEA,Active,04/07/2022,07/02/2023,vendor.corp.41@gmail.com,ACC-2556,SAP,Priya S.,Clean
VND-0637,Vendor Omega 245,Operations,USA,AMER,Active,29/05/2024,11/12/2024,vendor.omega.245@gmail.com,ACC-6582,Oracle,,Clean
VND-0865,Vendor Alpha 811,Logistics,USA,AMER,Inactive,24/09/2023,18/10/2023,vendor.alpha.811@outlook.com,ACC-5644,Oracle,Ravi K.,Clean
VND-0924,Vendor Prime 443,HR,UK,EMEA,Inactive,22/07/2022,08/12/2022,vendor.prime.443@vendor.com,ACC-1404,Oracle,James T.,Clean
VND-0178,Vendor Beta 819,Finance,Germany,EMEA,INACTIVE,07/12/2023,21/06/2024,,ACC-4060,Legacy System,,Clean
VND-0396,Vendor Epsilon 929,HR,Germany,EMEA,Active,25/05/2019,18/03/2020,vendor.epsilon.929@corp.net,ACC-4111,Manual Entry,,Clean
VND-0753,Vendor Epsilon 468,Operations,Singapore,APAC,Active,24/12/2023,17/04/2024,vendor.epsilon.468@corp.net,,Manual Entry,James T.,Clean
VND-0779,Vendor Prime 574,HR,Germany,EMEA,Active,01/06/2019,12/09/2019,vendor.prime.574@yahoo.com,,Oracle,Priya S.,Clean
VND-0942,Vendor Delta 184,Operations,Singapore,APAC,Active,25/04/2023,27/03/2024,vendor.delta.184@yahoo.com,ACC-2565,Legacy System,,Clean
VND-0721,Vendor Prime 553,Logistics,Australia,APAC,Active,13/04/2019,06/11/2019,vendor.prime.553@vendor.com,ACC-3381,Legacy System,Anita M.,Clean
VND-0384,  Vendor Delta 936  ,Marketing,Germany,EMEA,Inactive,16/10/2024,25/04/2025,vendor.delta.936@gmail.com,ACC-9442,Oracle,Priya S.,Clean
VND-0938,Vendor Beta 399,Marketing,USA,AMER,Active,22/04/2021,27/09/2021,vendor.beta.399@vendor.com,ACC-8778,Oracle,Sarah L.,Clean
VND-0258,Vendor Beta 941,logistic,Australia,APAC,Active,25/02/2021,08/01/2022,vendor.beta.941@corp.net,ACC-5135,Manual Entry,Anita M.,Clean
VND-0529,Vendor Tech 468,Legal,Singapore,APAC,Active,17/11/2023,11/08/2024,vendor.tech.468@corp.net,ACC-6073,Manual Entry,James T.,Clean
VND-0336,Vendor Delta 543,Logistics,Germany,EMEA,Active,03/09/2019,14/11/2019,vendor.delta.543@outlook.com,ACC-2524,SAP,Ravi K.,Clean
VND-0604,Vendor Delta 603,Legal,Germany,EMEA,Active,15/12/2023,24/01/2024,vendor.delta.603@corp.net,ACC-1107,Oracle,Sarah L.,Clean
VND-0016,Vendor Services 498,Marketing,India,APAC,Under Review,21/12/2024,23/02/2025,,ACC-8787,Oracle,Anita M.,Clean
VND-0004,Vendor Delta 981,Marketing,UK,EMEA,Active,06/04/2023,25/05/2023,vendor.delta.981@outlook.com,ACC-6635,Manual Entry,Priya S.,Clean
VND-0864,Vendor Tech 297,IT,Australia,APAC,Active,02/03/2023,05/08/2023,vendor.tech.297@outlook.com,ACC-5968,Manual Entry,James T.,Clean
VND-0928,Vendor Group 307,Finance,Canada,AMER,Active,13/07/2023,05/02/2024,vendor.group.307@corp.net,ACC-1194,Legacy System,,Clean
VND-0257,Vendor Global 422,IT,India,APAC,Active,30/01/2022,31/10/2022,vendor.global.422@outlook.com,ACC-1280,Legacy System,Ravi K.,Clean
VND-0536,Vendor Zeta 20,Logistics,India,APAC,Under Review,01/04/2019,05/07/2019,vendor.zeta.20@gmail.com,ACC-5622,Manual Entry,Ravi K.,Clean
VND-0744,Vendor Services 782,Marketing,India,APAC,Active,06/06/2024,12/01/2025,vendor.services.782@gmail.com,ACC-4217,SAP,Priya S.,Clean
VND-0695,Vendor Delta 101,Logistics,Singapore,APAC,Active,30/03/2021,08/10/2021,vendor.delta.101@yahoo.com,ACC-2204,Legacy System,Sarah L.,Clean
VND-0508,Vendor Zeta 160,Marketing,India,APAC,Active,18/11/2019,29/10/2020,vendor.zeta.160@vendor.com,ACC-1108,SAP,James T.,Clean
VND-0394,  Vendor Zeta 883  ,Finance,UK,EMEA,Active,08/05/2022,12/08/2022,vendor.zeta.883@yahoo.com,ACC-9475,Oracle,Priya S.,Clean
VND-0223,Vendor Corp 517,HR,UK,EMEA,Active,06/04/2020,22/09/2020,vendor.corp.517@yahoo.com,ACC-8518,Manual Entry,,Clean
VND-0180,Vendor Epsilon 329,IT,India,APAC,Active,25/04/2022,28/09/2022,vendor.epsilon.329@vendor.com,ACC-7981,Oracle,,Clean
VND-0290,Vendor Epsilon 687,Marketing,Germany,EMEA,Active,07/07/2022,08/05/2023,vendor.epsilon.687@vendor.com,ACC-7431,SAP,Anita M.,Clean
VND-0432,Vendor Ltd 873,HR,USA,AMER,Active,19/02/2021,11/08/2021,vendor.ltd.873@gmail.com,ACC-7790,SAP,,Clean
VND-0325,Vendor Services 674,Legal,USA,AMER,Active,16/07/2020,10/07/2021,vendor.services.674@gmail.com,ACC-3684,Legacy System,Anita M.,Clean
VND-0581,Vendor Omega 521,Legal,India,APAC,Under Review,08/06/2024,09/04/2025,vendor.omega.521@corp.net,ACC-2442,Oracle,Ravi K.,Clean
VND-0010,Vendor Epsilon 143,Logistics,Singapore,APAC,Active,12/12/2021,07/10/2022,vendor.epsilon.143@vendor.com,ACC-7543,Manual Entry,Ravi K.,Clean
VND-0250,Vendor Global 904,HR,Germany,EMEA,Active,Jan-2022,17/09/2024,vendor.global.904@yahoo.com,ACC-7073,Manual Entry,James T.,Clean
